sistema,id_usuario
Transurbano,58591
Transurbano,7239
Transurbano,3748
Transurbano,51014
Transurbano,28754
Transurbano,44853
Transurbano,10873
Transurbano,50006
Transurbano,25208
Transurbano,48123
Transurbano,48677
Transurbano,7528
Transurbano,12568
Transurbano,16686
Transurbano,54334
Transurbano,16126
Transurbano,12235
Transurbano,52420
Transurbano,55769
Transurbano,35706
Transurbano,14222
Transurbano,45231
Transurbano,55811
Transurbano,3235
Transurbano,34275
Transurbano,807
Transurbano,15455
Transurbano,46507
Transurbano,12493
Transurbano,53582
Transurbano,17179
Transurbano,18267
Transurbano,57478
Transurbano,6960
Transurbano,12360
Transurbano,15831
Transurbano,20192
Transurbano,49863
Transurbano,45714
Transurbano,49472
Transurbano,36325
Transurbano,58020
Transurbano,12009
Transurbano,33716
Transurbano,68
Transurbano,32985
Transurbano,50540
Transurbano,10551
Transurbano,6330
Transurbano,39796
Transurbano,33303
Transurbano,25705
Transurbano,59905
Transurbano,34153
Transurbano,49955
Transurbano,36806
Transurbano,29894
Transurbano,45197
Transurbano,6675
Transurbano,37071
Transurbano,29198
Transurbano,11637
Transurbano,18302
Transurbano,39331
Transurbano,53380
Transurbano,48564
Transurbano,16074
Transurbano,3846
Transurbano,20465
Transurbano,54133
Transurbano,26950
Transurbano,49639
Transurbano,42243
Transurbano,27966
Transurbano,56036
Transurbano,28018
Transurbano,2249
Transurbano,47737
Transurbano,7439
Transurbano,45817
Transurbano,20385
Transurbano,58566
Transurbano,43711
Transurbano,19043
Transurbano,35118
Transurbano,6641
Transurbano,1936
Transurbano,13252
Transurbano,689
Transurbano,13758
Transurbano,44289
Transurbano,5618
Transurbano,27721
Transurbano,16351
Transurbano,31505
Transurbano,15135
Transurbano,24466
Transurbano,42736
Transurbano,29528
Transurbano,34260
Transurbano,35938
Transurbano,54468
Transurbano,51732
Transurbano,19993
Transurbano,24247
Transurbano,57416
Transurbano,56224
Transurbano,49078
Transurbano,34699
Transurbano,171
Transurbano,917
Transurbano,23338
Transurbano,2576
Transurbano,35036
Transurbano,41550
Transurbano,7221
Transurbano,54056
Transurbano,39421
Transurbano,44080
Transurbano,16708
Transurbano,30423
Transurbano,42759
Transurbano,42687
Transurbano,31480
Transurbano,49346
Transurbano,42593
Transurbano,48405
Transurbano,4030
Transurbano,30165
Transurbano,59216
Transurbano,54877
Transurbano,50062
Transurbano,21422
Transurbano,36803
Transurbano,55533
Transurbano,31633
Transurbano,9889
Transurbano,21663
Transurbano,53911
Transurbano,58733
Transurbano,38313
Transurbano,30944
Transurbano,50308
Transurbano,468
Transurbano,5665
Transurbano,6894
Transurbano,55722
Transurbano,32999
Transurbano,50913
Transurbano,46131
Transurbano,13034
Transurbano,59674
Transurbano,56133
Transurbano,8542
Transurbano,50509
Transurbano,24246
Transurbano,6150
Transurbano,37520
Transurbano,47172
Transurbano,8393
Transurbano,16346
Transurbano,10439
Transurbano,18850
Transurbano,57152
Transurbano,44890
Transurbano,31391
Transurbano,52254
Transurbano,55932
Transurbano,59051
Transurbano,47175
Transurbano,56122
Transurbano,43684
Transurbano,53254
Transurbano,33473
Transurbano,44531
Transurbano,37045
Transurbano,9037
Transurbano,2213
Transurbano,14175
Transurbano,8104
Transurbano,39738
Transurbano,12145
Transurbano,47393
Transurbano,24138
Transurbano,42395
Transurbano,4849
Transurbano,54958
Transurbano,11268
Transurbano,19973
Transurbano,59236
Transurbano,9813
Transurbano,49392
Transurbano,43634
Transurbano,4045
Transurbano,57185
Transurbano,33814
Transurbano,50497
Transurbano,25947
Transurbano,51038
Transurbano,47548
Transurbano,9397
Transurbano,51983
Transurbano,54955
Transurbano,36996
Transurbano,37136
Transurbano,40447
Transurbano,11580
Transurbano,23983
Transurbano,5724
Transurbano,43903
Transurbano,28094
Transurbano,38819
Transurbano,11379
Transurbano,37894
Transurbano,41501
Transurbano,8604
Transurbano,19983
Transurbano,51326
Transurbano,2854
Transurbano,4178
Transurbano,36000
Transurbano,30601
Transurbano,45487
Transurbano,1185
Transurbano,48743
Transurbano,43030
Transurbano,58902
Transurbano,37077
Transurbano,33897
Transurbano,25172
Transurbano,53927
Transurbano,41238
Transurbano,38314
Transurbano,33250
Transurbano,28343
Transurbano,49681
Transurbano,18056
Transurbano,40931
Transurbano,55067
Transurbano,28482
Transurbano,27641
Transurbano,15701
Transurbano,16274
Transurbano,47957
Transurbano,4843
Transurbano,59973
Transurbano,55015
Transurbano,17125
Transurbano,29747
Transurbano,47168
Transurbano,498
Transurbano,49376
Transurbano,57994
Transurbano,16198
Transurbano,35602
Transurbano,41114
Transurbano,55055
Transurbano,20115
Transurbano,38321
Transurbano,2567
Transurbano,24181
Transurbano,7360
Transurbano,19947
Transurbano,12490
Transurbano,43883
Transurbano,55994
Transurbano,48013
Transurbano,31179
Transurbano,11164
Transurbano,22043
Transurbano,48656
Transurbano,58237
Transurbano,33697
Transurbano,45371
Transurbano,49897
Transurbano,5041
Transurbano,6345
Transurbano,13774
Transurbano,20986
Transurbano,35245
Transurbano,27152
Transurbano,3993
Transurbano,25164
Transurbano,57240
Transurbano,30051
Transurbano,38196
Transurbano,53178
Transurbano,56129
Transurbano,59023
Transurbano,12436
Transurbano,56976
Transurbano,51258
Transurbano,29441
Transurbano,2702
Transurbano,11230
Transurbano,4715
Transurbano,6777
Transurbano,9987
Transurbano,19270
Transurbano,48353
Transurbano,31972
Transurbano,56755
Transurbano,19524
Transurbano,32720
Transurbano,44998
Transurbano,59151
Transurbano,2689
Transurbano,15077
Transurbano,34119
Transurbano,35583
Transurbano,8245
Transurbano,2344
Transurbano,11138
Transurbano,14310
Transurbano,34948
Transurbano,9095
Transurbano,13361
Transurbano,25429
Transurbano,13327
Transurbano,35663
Transurbano,43999
Transurbano,48346
Transurbano,7659
Transurbano,56197
Transurbano,36685
Transurbano,54474
Transurbano,17308
Transurbano,49134
Transurbano,59774
Transurbano,39192
Transurbano,18947
Transurbano,19194
Transurbano,6199
Transurbano,10855
Transurbano,14837
Transurbano,48473
Transurbano,3553
Transurbano,55958
Transurbano,22647
Transurbano,11195
Transurbano,42527
Transurbano,22761
Transurbano,16045
Transurbano,43301
Transurbano,39101
Transurbano,36913
Transurbano,38634
Transurbano,36647
Transurbano,23105
Transurbano,530
Transurbano,38318
Transurbano,57422
Transurbano,21152
Transurbano,11050
Transurbano,38985
Transurbano,27302
Transurbano,54983
Transurbano,24974
Transurbano,26453
Transurbano,27184
Transurbano,49278
Transurbano,55643
Transurbano,32168
Transurbano,45923
Transurbano,33987
Transurbano,8010
Transurbano,34861
Transurbano,4798
Transurbano,3878
Transurbano,6815
Transurbano,3410
Transurbano,43419
Transurbano,57837
Transurbano,29563
Transurbano,26318
Transurbano,55479
Transurbano,25168
Transurbano,4882
Transurbano,58882
Transurbano,39896
Transurbano,55433
Transurbano,45670
Transurbano,32685
Transurbano,46144
Transurbano,52156
Transurbano,11797
Transurbano,9625
Transurbano,57922
Transurbano,19787
Transurbano,22162
Transurbano,29729
Transurbano,28404
Transurbano,57953
Transurbano,1149
Transurbano,44164
Transurbano,50814
Transurbano,48951
Transurbano,18040
Transurbano,52964
Transurbano,52399
Transurbano,8873
Transurbano,51550
Transurbano,5277
Transurbano,8232
Transurbano,25654
Transurbano,38206
Transurbano,31031
Transurbano,55404
Transurbano,57786
Transurbano,9499
Transurbano,20901
Transurbano,10666
Transurbano,59957
Transurbano,23440
Transurbano,2819
Transurbano,4264
Transurbano,38041
Transurbano,20091
Transurbano,57741
Transurbano,12579
Transurbano,27213
Transurbano,47629
Transurbano,35298
Transurbano,20866
Transurbano,27515
Transurbano,20671
Transurbano,45799
Transurbano,4836
Transurbano,24076
Transurbano,32681
Transurbano,38316
Transurbano,21388
Transurbano,45831
Transurbano,39432
Transurbano,46716
Transurbano,32544
Transurbano,36357
Transurbano,10580
Transurbano,9836
Transurbano,32637
Transurbano,7436
Transurbano,21544
Transurbano,42538
Transurbano,6686
Transurbano,15109
Transurbano,48180
Transurbano,39156
Transurbano,27532
Transurbano,39056
Transurbano,25790
Transurbano,34593
Transurbano,53302
Transurbano,51491
Transurbano,22382
Transurbano,17695
Transurbano,5224
Transurbano,3336
Transurbano,37756
Transurbano,5585
Transurbano,25833
Transurbano,53591
Transurbano,37354
Transurbano,9437
Transurbano,52634
Transurbano,35601
Transurbano,3440
Transurbano,35966
Transurbano,32830
Transurbano,25623
Transurbano,59576
Transurbano,560
Transurbano,36497
Transurbano,59003
Transurbano,34143
Transurbano,46371
Transurbano,32923
Transurbano,21552
Transurbano,45999
Transurbano,17582
Transurbano,32616
Transurbano,49583
Transurbano,18821
Transurbano,40010
Transurbano,59820
Transurbano,40505
Transurbano,16724
Transurbano,21771
Transurbano,41287
Transurbano,45571
Transurbano,38848
Transurbano,17062
Transurbano,41642
Transurbano,52395
Transurbano,35080
Transurbano,18758
Transurbano,18798
Transurbano,13082
Transurbano,22139
Transurbano,24200
Transurbano,39942
Transurbano,19272
Transurbano,3523
Transurbano,31798
Transurbano,16277
Transurbano,45976
Transurbano,14679
Transurbano,4751
Transurbano,28718
Transurbano,47880
Transurbano,57565
Transurbano,13338
Transurbano,23387
Transurbano,13920
Transurbano,51825
Transurbano,50670
Transurbano,22036
Transurbano,19915
Transurbano,43243
Transurbano,58491
Transurbano,19953
Transurbano,12024
Transurbano,3159
Transurbano,22436
Transurbano,44725
Transurbano,27580
Transurbano,42854
Transurbano,12707
Transurbano,36412
Transurbano,46824
Transurbano,34108
Transurbano,52361
Transurbano,25043
Transurbano,14631
Transurbano,16858
Transurbano,17167
Transurbano,45249
Transurbano,8173
Transurbano,24601
Transurbano,51639
Transurbano,12169
Transurbano,42067
Transurbano,5483
Transurbano,51215
Transurbano,22603
Transurbano,54555
Transurbano,52009
Transurbano,22609
Transurbano,54898
Transurbano,51049
Transurbano,18530
Transurbano,10674
Transurbano,52298
Transurbano,44065
Transurbano,35609
Transurbano,32795
Transurbano,23279
Transurbano,4593
Transurbano,21826
Transurbano,318
Transurbano,2998
Transurbano,5251
Transurbano,39445
Transurbano,13916
Transurbano,51336
Transurbano,54879
Transurbano,22537
Transurbano,18402
Transurbano,18669
Transurbano,37525
Transurbano,49803
Transurbano,47109
Transurbano,56715
Transurbano,55616
Transurbano,3020
Transurbano,32193
Transurbano,56316
Transurbano,59969
Transurbano,35068
Transurbano,4128
Transurbano,47841
Transurbano,10234
Transurbano,42553
Transurbano,49811
Transurbano,53487
Transurbano,20054
Transurbano,47731
Transurbano,37662
Transurbano,7749
Transurbano,29631
Transurbano,41041
Transurbano,30343
Transurbano,38350
Transurbano,2945
Transurbano,6114
Transurbano,3747
Transurbano,28171
Transurbano,15025
Transurbano,34164
Transurbano,33358
Transurbano,24970
Transurbano,43806
Transurbano,23482
Transurbano,45555
Transurbano,12637
Transurbano,32455
Transurbano,25993
Transurbano,49339
Transurbano,56146
Transurbano,9756
Transurbano,56320
Transurbano,5994
Transurbano,54894
Transurbano,9777
Transurbano,43001
Transurbano,6061
Transurbano,15192
Transurbano,21872
Transurbano,963
Transurbano,23804
Transurbano,33789
Transurbano,59775
Transurbano,17830
Transurbano,34084
Transurbano,23514
Transurbano,12973
Transurbano,33153
Transurbano,30942
Transurbano,42443
Transurbano,41725
Transurbano,29732
Transurbano,16408
Transurbano,57685
Transurbano,18520
Transurbano,42802
Transurbano,24061
Transurbano,40711
Transurbano,23156
Transurbano,21718
Transurbano,32919
Transurbano,19754
Transurbano,56727
Transurbano,49522
Transurbano,39801
Transurbano,35102
Transurbano,15203
Transurbano,50602
Transurbano,52813
Transurbano,37228
Transurbano,41430
Transurbano,16253
Transurbano,27691
Transurbano,27765
Transurbano,13528
Transurbano,23506
Transurbano,41971
Transurbano,8327
Transurbano,59045
